POINTID,Bdfine (g cm-3),SOCS (kg cm-2),coarse_vol,GPS_LAT,GPS_LONG,BDfine  method 
33182230,1.14 ,2.83 ,0.02 ,42.44126144,-2.211119414,Measurement
53922084,1.13 ,1.66 ,0.11 ,41.04085062,22.74994725,Measurement
44202498,0.55 ,5.80 ,0.11 ,45.58692231,11.2668555,Measurement
30522202,1.28 ,1.12 ,0.05 ,41.75588658,-5.319508166,Measurement
40283004,1.14 ,5.35 ,0.07 ,50.07472065,5.904920076,Measurement
32262102,0.42 ,16.92 ,0.05 ,41.16406137,-3.064948675,Measurement
36603000,1.13 ,3.65 ,0.02 ,49.73949262,0.803694354,Measurement
47443326,0.66 ,18.43 ,0.01 ,52.87776391,16.29161026,Measurement
51943470,1.09 ,2.12 ,0.02 ,53.61492103,23.27574701,Measurement
40162772,1.08 ,8.84 ,0.10 ,47.98567633,5.913857317,Measurement
54881614,0.90 ,4.16 ,0.08 ,36.70186578,23.01710867,Measurement
30802294,0.92 ,3.84 ,0.16 ,42.61871391,-5.19517191,Measurement
34522698,1.37 ,2.97 ,0.03 ,46.7916248,-1.422573404,Measurement
41763334,1.20 ,7.35 ,0.01 ,53.09493419,7.835266057,Measurement
52601984,1.00 ,5.28 ,0.05 ,40.33556297,21.0395725,Measurement
37762968,1.17 ,2.69 ,0.03 ,49.57255373,2.451108843,Measurement
34762196,0.91 ,6.61 ,0.12 ,42.35026866,-0.256918485,Measurement
52363758,1.17 ,7.21 ,0.04 ,56.07320475,24.80448189,Measurement
38862478,0.26 ,10.18 ,0.03 ,45.26864918,4.460058239,Measurement
45702964,1.05 ,5.42 ,0.08 ,49.73593117,13.45506618,Measurement
43083598,1.41 ,5.05 ,0.03 ,55.48655689,9.794468908,Measurement
35882060,1.32 ,4.70 ,0.04 ,41.25917309,1.268165205,Measurement
47283082,0.54 ,11.89 ,0.05 ,50.70526143,15.76813938,Measurement
30502250,1.32 ,1.52 ,0.08 ,42.17573226,-5.452139345,Measurement
33641988,0.82 ,5.17 ,0.24 ,40.34745543,-1.255064178,Measurement
34743334,0.98 ,3.97 ,0.10 ,52.45645045,-2.531476025,Measurement
47162890,1.12 ,5.60 ,0.04 ,48.99274007,15.40148245,Measurement
34483786,0.56 ,6.67 ,0.10 ,56.39476436,-4.233555411,Measurement
35162802,1.28 ,5.86 ,0.03 ,47.80187851,-0.783580518,Measurement
47584804,0.58 ,6.43 ,0.03 ,66.07504535,19.61405859,Measurement
33981990,1.28 ,1.81 ,0.24 ,40.41007205,-0.862775694,Measurement
41382834,1.14 ,2.92 ,0.08 ,48.59170093,7.519650364,Measurement
50323462,1.06 ,1.74 ,0.01 ,53.78553363,20.83219444,Measurement
36002938,0.52 ,7.25 ,0.09 ,49.11736196,0.091456379,Measurement
54081756,0.94 ,2.78 ,0.06 ,38.09147214,22.36383148,Measurement
30122270,0.99 ,3.38 ,0.09 ,42.2807952,-5.950237854,Measurement
29662386,0.74 ,14.33 ,0.17 ,43.21023417,-6.786725618,Measurement
52861882,0.62 ,7.26 ,0.12 ,39.3887418,21.1815222,Measurement
42241966,0.95 ,1.92 ,0.15 ,40.78553715,8.856013818,Measurement
50902644,1.08 ,1.91 ,0.00 ,46.44093977,20.03117849,Measurement
48124678,0.80 ,3.28 ,0.06 ,64.88103965,20.33880536,Measurement
43882828,1.05 ,10.94 ,0.04 ,48.56170253,10.90739236,Measurement
30282174,1.01 ,1.06 ,0.14 ,41.46465899,-5.538871332,Measurement
34082060,1.24 ,3.22 ,0.15 ,41.04894123,-0.854358294,Measurement
50463772,1.07 ,6.01 ,0.05 ,56.51179323,21.82833911,Measurement
53563846,0.98 ,8.43 ,0.01 ,56.60408713,27.02346832,Measurement
30981728,1.11 ,3.47 ,0.02 ,37.63099745,-3.834475931,Measurement
28101854,1.02 ,2.16 ,0.14 ,38.21867155,-7.300388487,Measurement
42101916,0.73 ,6.70 ,0.01 ,40.33114234,8.700212477,Measurement
42603492,1.35 ,5.79 ,0.01 ,54.53058699,9.057999827,Measurement
32281852,1.00 ,2.57 ,0.20 ,38.94016193,-2.592520619,Measurement
35182124,1.16 ,3.25 ,0.05 ,41.75609692,0.351624146,Measurement
43802576,0.69 ,8.13 ,0.01 ,46.29442355,10.76487203,Measurement
41981900,0.78 ,5.11 ,0.07 ,40.18439233,8.562970777,Measurement
53723904,1.50 ,3.07 ,0.04 ,57.07342808,27.51323622,Measurement
30401728,1.08 ,2.43 ,0.08 ,37.53407708,-4.478656852,Measurement
38882480,0.44 ,6.52 ,0.05 ,45.2879519,4.483654871,Measurement
33601746,0.87 ,2.64 ,0.04 ,38.1755522,-0.932490183,Measurement
46902972,1.29 ,3.34 ,0.05 ,49.7447475,15.12370063,Measurement
42263076,0.82 ,6.09 ,0.12 ,50.78770151,8.652774099,Measurement
43123120,0.60 ,9.06 ,0.03 ,51.19100966,9.87126248,Measurement
47484016,0.81 ,4.72 ,0.06 ,59.04374269,17.43955856,Measurement
53344166,0.59 ,13.86 ,0.02 ,59.42846023,28.03415298,Measurement
46742542,0.88 ,5.34 ,0.01 ,45.89378738,14.54559777,Measurement
31182246,1.17 ,1.40 ,0.24 ,42.26247574,-4.634408772,Measurement
46323072,1.12 ,4.41 ,0.06 ,50.6755168,14.40260366,Measurement
45603022,0.87 ,6.31 ,0.06 ,50.26096132,13.35277836,Measurement
45964850,0.65 ,4.18 ,0.05 ,66.65405795,16.17344791,Measurement
35763334,1.24 ,6.98 ,0.03 ,52.60450843,-1.045299562,Measurement
36962982,1.20 ,3.59 ,0.09 ,49.61829907,1.329229374,Measurement
51124792,0.91 ,5.41 ,0.02 ,65.35792697,27.07818736,Measurement
43023370,1.27 ,3.14 ,0.03 ,53.43752308,9.71412843,Measurement
29122076,1.06 ,3.54 ,0.12 ,40.37884915,-6.661643553,Measurement
46663262,0.98 ,4.29 ,0.02 ,52.35932895,15.06876574,Measurement
51104602,0.61 ,18.05 ,0.02 ,63.70420693,26.03494403,Measurement
31361918,1.00 ,2.20 ,0.06 ,39.38453376,-3.758548066,Measurement
30861756,1.23 ,1.29 ,0.04 ,37.86070877,-4.019416263,Measurement
43362694,0.62 ,6.21 ,0.08 ,47.35941868,10.19841354,Measurement
45323868,0.55 ,9.33 ,0.02 ,57.86655256,13.55167679,Measurement
43223216,0.85 ,7.53 ,0.04 ,52.05392305,10.01457821,Measurement
31761882,1.12 ,2.19 ,0.01 ,39.12809586,-3.236282288,Measurement
53743864,1.12 ,4.26 ,0.07 ,56.72194905,27.38127061,Measurement
48242890,1.30 ,4.87 ,0.07 ,48.9118739,16.87148961,Measurement
44803324,1.61 ,2.45 ,0.04 ,53.00119596,12.36869996,Measurement
51903342,1.10 ,1.47 ,0.02 ,52.49269522,22.87160823,Measurement
28302282,0.73 ,7.63 ,0.19 ,42.01639763,-8.133780206,Measurement
50504566,1.29 ,7.11 ,0.03 ,63.50651921,24.69085501,Measurement
52303048,1.13 ,2.59 ,0.01 ,49.83393051,22.70633273,Measurement
47942870,1.40 ,3.08 ,0.04 ,48.75716362,16.44025251,Measurement
49203450,1.10 ,24.29 ,0.04 ,53.81717016,19.12117086,Measurement
46144080,0.86 ,7.10 ,0.01 ,59.7239822,15.20044701,Measurement
32861814,1.22 ,1.37 ,0.07 ,38.68469124,-1.871868929,Measurement
27601794,1.14 ,2.90 ,0.08 ,37.5868922,-7.716184921,Measurement
46682698,0.77 ,7.48 ,0.06 ,47.29884348,14.58797894,Measurement
40002704,0.94 ,5.19 ,0.10 ,47.36669554,5.750692989,Measurement
48442996,1.13 ,3.67 ,0.22 ,49.84280985,17.28378758,Measurement
56762132,0.93 ,3.19 ,0.04 ,40.9773647,26.16731644,Measurement
47564180,1.07 ,4.85 ,0.05 ,60.5015358,17.9121198,Measurement
40482646,0.55 ,9.59 ,0.05 ,46.86819714,6.420988916,Measurement
54662170,1.30 ,2.15 ,0.07 ,41.6878597,23.78670337,Measurement
35742828,1.09 ,4.39 ,0.02 ,48.10661024,-0.061307372,Measurement
28382268,0.72 ,9.69 ,0.09 ,41.91121174,-8.002371094,Measurement
50144222,1.10 ,5.97 ,0.10 ,60.53844773,22.66744207,Measurement
43143096,0.86 ,5.74 ,0.08 ,50.97530426,9.900336512,Measurement
28542018,1.15 ,1.32 ,0.28 ,39.75207571,-7.188806116,Measurement
36662908,1.28 ,2.44 ,0.16 ,48.92598184,1.039010948,Measurement
49384418,0.72 ,5.82 ,0.08 ,62.39088013,21.94463793,Measurement
42443656,1.31 ,5.79 ,0.03 ,56.00204432,8.76659342,Measurement
34502224,0.86 ,3.52 ,0.11 ,42.56795691,-0.613553348,Measurement
27821886,1.03 ,1.19 ,0.20 ,38.44255539,-7.68746079,Measurement
55482182,1.16 ,4.82 ,0.05 ,41.65451111,24.77997389,Measurement
41182814,0.27 ,12.55 ,0.03 ,48.40553564,7.258626129,Measurement
51682726,1.05 ,7.54 ,0.00 ,47.07047947,21.19055619,Measurement
34662634,1.08 ,5.09 ,0.05 ,46.24195228,-1.120488658,Measurement
46704726,0.58 ,5.15 ,0.04 ,65.47403589,17.49487109,Measurement
46383352,1.14 ,0.91 ,0.03 ,53.18296004,14.7452977,Measurement
48564876,0.89 ,2.30 ,0.04 ,66.57913281,22.02783352,Measurement
32082174,1.15 ,3.00 ,0.08 ,41.77525426,-3.416033112,Measurement
49302672,1.55 ,3.77 ,0.03 ,46.86561142,17.99773126,Measurement
32522016,1.29 ,3.55 ,0.09 ,40.43841053,-2.603546286,Measurement
35082780,1.29 ,3.13 ,0.03 ,47.5958095,-0.847671902,Measurement
33261978,0.66 ,13.10 ,0.14 ,40.20628735,-1.679884,Measurement
45962662,0.84 ,7.06 ,0.04 ,47.01118125,13.6150654,Measurement
34182744,0.99 ,7.30 ,0.06 ,47.15176337,-1.956380575,Measurement
41682400,0.82 ,3.84 ,0.04 ,44.6934523,8.073204707,Measurement
51583734,1.32 ,3.48 ,0.09 ,55.99967507,23.49809095,Measurement
46503972,0.79 ,7.72 ,0.02 ,58.73101126,15.67647702,Measurement
32162062,1.12 ,3.49 ,0.05 ,40.79280482,-3.106768564,Measurement
32401696,0.96 ,0.67 ,0.17 ,37.56346072,-2.199556877,Measurement
35002620,0.91 ,4.09 ,0.13 ,46.16213925,-0.65872072,Measurement
28282190,0.75 ,6.35 ,0.10 ,41.20732272,-7.915247279,Measurement
53403912,0.81 ,5.25 ,0.01 ,57.21175223,27.03186979,Measurement
32002248,1.05 ,3.65 ,0.11 ,42.4187106,-3.659725251,Measurement
32762234,1.21 ,1.57 ,0.06 ,42.41424431,-2.722153352,Measurement
47403238,1.11 ,4.10 ,0.02 ,52.09331647,16.12196665,Measurement
37682496,0.61 ,10.50 ,0.03 ,45.34050242,2.943503738,Measurement
51183382,1.04 ,2.19 ,0.03 ,52.95604492,21.92048033,Measurement
50862724,1.09 ,5.60 ,0.05 ,47.15853801,20.1161309,Measurement
43023106,0.76 ,6.38 ,0.02 ,51.06492096,9.728960856,Measurement
34383700,0.44 ,15.12 ,0.01 ,55.62170255,-4.112954364,Measurement
31102270,1.34 ,2.60 ,0.13 ,42.46053226,-4.782515955,Measurement
35402214,0.50 ,9.02 ,0.02 ,42.58695692,0.487167813,Measurement
42182510,0.98 ,8.32 ,0.05 ,45.69439919,8.679363518,Measurement
45242518,1.11 ,3.91 ,0.01 ,45.74271007,12.60556033,Measurement
52423748,1.39 ,2.85 ,0.07 ,55.97449207,24.8649732,Measurement
44882226,0.85 ,3.62 ,0.01 ,43.12103955,12.04656002,Measurement
32682102,0.56 ,10.87 ,0.10 ,41.22820037,-2.571521849,Measurement
54301732,0.83 ,3.38 ,0.08 ,37.8444959,22.57054714,Measurement
53503690,0.97 ,8.85 ,0.01 ,55.25837391,26.33898704,Measurement
32781818,1.06 ,3.40 ,0.18 ,38.70916615,-1.968909573,Measurement
33402066,1.05 ,2.11 ,0.13 ,41.01130276,-1.662777101,Measurement
45183658,0.58 ,9.17 ,0.02 ,55.98710028,13.15539655,Measurement
38502676,0.85 ,12.74 ,0.01 ,47.02021335,3.801863661,Measurement
42303034,1.20 ,4.00 ,0.10 ,50.41083803,8.719814656,Measurement
31661740,1.16 ,1.53 ,0.03 ,37.84619508,-3.09797445,Measurement
39762280,0.52 ,11.21 ,0.11 ,43.54053321,5.739729936,Measurement
27001882,1.35 ,2.18 ,0.02 ,38.23186429,-8.591381992,Measurement
53523682,1.24 ,2.50 ,0.06 ,55.18458161,26.34072536,Measurement
37442606,0.94 ,6.24 ,0.01 ,46.30499991,2.503975558,Measurement
42723778,1.39 ,4.11 ,0.05 ,57.1020883,9.19235457,Measurement
32622236,0.98 ,2.01 ,0.12 ,42.41058419,-2.893704484,Measurement
52143760,1.29 ,4.78 ,0.07 ,56.13079079,24.46443724,Measurement
44342402,1.20 ,2.35 ,0.03 ,44.71955881,11.42363621,Measurement
47522738,0.98 ,5.57 ,0.07 ,47.60520776,15.73476033,Measurement
33922020,1.17 ,2.86 ,0.22 ,40.67055305,-0.979287947,Measurement
29262306,0.68 ,6.92 ,0.21 ,42.427826,-7.06082529,Measurement
41322778,1.12 ,2.64 ,0.15 ,48.08636703,7.463831336,Measurement
30842252,1.42 ,1.26 ,0.03 ,42.2552536,-5.052470169,Measurement
47722924,0.87 ,4.94 ,0.11 ,49.25778578,16.20260578,Measurement
46502720,0.28 ,10.04 ,0.02 ,47.50624219,14.36709679,Measurement
30142232,1.38 ,1.62 ,0.10 ,41.94990418,-5.837076123,Measurement
42963748,1.07 ,6.39 ,0.17 ,56.83425285,9.590846015,Measurement
38422548,0.93 ,4.60 ,0.15 ,45.86605228,3.831355864,Measurement
33722168,1.10 ,3.09 ,0.18 ,41.9653176,-1.456261622,Measurement
49102936,1.22 ,5.57 ,0.07 ,49.24458134,18.10616084,Measurement
41743306,1.38 ,4.90 ,0.01 ,52.84290865,7.81807925,Measurement
50644242,0.63 ,6.98 ,0.03 ,60.63163272,23.63341282,Measurement
31501706,0.97 ,2.75 ,0.11 ,37.51778595,-3.217442768,Measurement
29301690,0.93 ,2.21 ,0.09 ,37.00118306,-5.61891898,Measurement
45564332,0.96 ,2.86 ,0.02 ,62.02223889,14.47368849,Measurement
42863186,0.66 ,12.19 ,0.05 ,51.78320611,9.492815929,Measurement
37982764,1.11 ,1.57 ,0.06 ,47.76710158,3.015305148,Measurement
28722202,0.91 ,1.39 ,0.25 ,41.4049234,-7.433006097,Measurement
40082242,0.81 ,5.03 ,0.11 ,43.21372358,6.156831985,Measurement
27722242,0.79 ,7.02 ,0.07 ,41.53997645,-8.705776471,Measurement
57501486,0.57 ,10.28 ,0.05 ,35.11821081,25.63045613,Measurement
35303270,0.93 ,4.25 ,0.05 ,51.97335298,-1.566783841,Measurement
33882200,1.09 ,3.31 ,0.05 ,42.27246692,-1.319146618,Measurement
43862296,1.18 ,3.33 ,0.02 ,43.77011622,10.80536367,Measurement
38422434,1.05 ,4.23 ,0.08 ,44.84263888,3.944931762,Measurement
35882622,1.10 ,2.42 ,0.07 ,46.28735304,0.469051188,Measurement
35802082,1.15 ,3.88 ,0.17 ,41.44816437,1.145298848,Measurement
52863656,1.21 ,2.31 ,0.04 ,55.0865231,25.23750033,Measurement
39662924,0.76 ,8.42 ,0.01 ,49.3228076,5.113722559,Measurement
38023064,0.87 ,5.08 ,0.06 ,50.45429173,2.678397663,Measurement
41442404,0.91 ,2.10 ,0.07 ,44.7234845,7.76967777,Measurement
42422416,0.93 ,2.02 ,0.07 ,44.85071886,9.002423692,Measurement
30602170,1.13 ,1.44 ,0.24 ,41.48782231,-5.154043721,Measurement
42763458,1.39 ,3.04 ,0.04 ,54.22670426,9.310163878,Measurement
27881938,0.98 ,2.34 ,0.13 ,38.91231073,-7.744310472,Measurement
39622528,0.87 ,5.84 ,0.18 ,45.76461107,5.38799761,Measurement
48323286,1.11 ,1.43 ,0.02 ,52.44509626,17.53070679,Measurement
45823296,1.31 ,2.51 ,0.02 ,52.71053826,13.86376072,Measurement
29942392,0.76 ,7.56 ,0.07 ,43.31853154,-6.464333047,Measurement
51983278,1.01 ,2.07 ,0.01 ,51.91523143,22.82206788,Measurement
50204184,0.66 ,9.82 ,0.09 ,60.19323481,22.64507102,Measurement
37982956,1.12 ,3.86 ,0.10 ,49.48512968,2.770070862,Measurement
33842164,1.00 ,3.58 ,0.09 ,41.94595055,-1.306519253,Measurement
30623360,0.83 ,6.60 ,0.15 ,51.89852541,-8.520785318,Measurement
54781758,0.91 ,8.09 ,0.13 ,38.00375178,23.15157103,Measurement
39803096,1.01 ,5.37 ,0.03 ,50.87373688,5.151465461,Measurement
48184914,0.94 ,5.93 ,0.04 ,66.97468527,21.34207164,Measurement
38362906,1.12 ,2.17 ,0.07 ,49.06993495,3.353896534,Measurement
43183752,1.18 ,6.78 ,0.05 ,56.87084073,9.950854592,Measurement
44783818,0.70 ,8.16 ,0.01 ,57.43840736,12.61170075,Measurement
37662516,0.49 ,12.00 ,0.04 ,45.51809268,2.894944689,Measurement
37222540,0.91 ,7.24 ,0.12 ,45.69379894,2.304721933,Measurement
43982388,1.14 ,2.94 ,0.11 ,44.59854166,10.96797345,Measurement
44662456,1.18 ,3.24 ,0.01 ,45.19988822,11.84264,Measurement
43202710,0.71 ,6.43 ,0.04 ,47.50361239,9.98673564,Measurement
45663622,1.10 ,4.94 ,0.07 ,55.64289064,13.89090627,Measurement
47143320,0.86 ,13.47 ,0.02 ,52.84654411,15.84004556,Measurement
38862448,0.99 ,2.39 ,0.11 ,44.9991004,4.486913558,Measurement
51763654,1.08 ,5.14 ,0.06 ,55.2652285,23.53572319,Measurement
47504008,0.73 ,11.72 ,0.03 ,58.9703644,17.45888964,Measurement
34202146,1.15 ,3.80 ,0.03 ,41.83289944,-0.848333326,Measurement
45522960,1.13 ,6.46 ,0.03 ,49.70733735,13.20321517,Measurement
52763848,1.11 ,3.14 ,0.02 ,56.78472351,25.75724585,Measurement
52863764,1.28 ,2.12 ,0.05 ,56.03120304,25.61118733,Measurement
48544698,0.56 ,7.38 ,0.03 ,65.00051385,21.28136064,Measurement
52323696,1.26 ,4.25 ,0.03 ,55.53677379,24.53599985,Measurement
47584184,0.54 ,11.21 ,0.02 ,60.53526169,17.95681127,Measurement
31902242,1.23 ,2.86 ,0.03 ,42.34915184,-3.766991065,Measurement
34562704,1.26 ,4.91 ,0.05 ,46.85043769,-1.382315673,Measurement
30322080,1.06 ,4.83 ,0.07 ,40.64178448,-5.283810495,Measurement
27061970,1.30 ,0.86 ,0.00 ,39.01619339,-8.745206354,Measurement
49804816,0.62 ,11.10 ,0.02 ,65.8360593,24.43570094,Measurement
33062080,0.85 ,4.99 ,0.11 ,41.08805921,-2.085829792,Measurement
37622758,1.29 ,4.49 ,0.04 ,47.6818123,2.545135409,Measurement
51902950,1.30 ,6.13 ,0.02 ,49.02690889,21.93933318,Measurement
50241952,1.36 ,2.11 ,0.03 ,40.31945008,18.2483423,Measurement
36302902,1.12 ,2.76 ,0.09 ,48.83213225,0.561452087,Measurement
45444258,0.76 ,3.17 ,0.05 ,61.36377851,14.15736441,Measurement
53442034,1.10 ,4.63 ,0.03 ,40.66643809,22.09972008,Measurement
30462200,0.97 ,1.62 ,0.12 ,41.72725702,-5.385782163,Measurement
30322278,1.34 ,2.11 ,0.13 ,42.3890486,-5.731185315,Measurement
43623698,1.49 ,3.90 ,0.06 ,56.38376611,10.66318953,Measurement
48823118,0.42 ,16.59 ,0.02 ,50.89725305,17.9922452,Measurement
33781984,1.27 ,0.54 ,0.12 ,40.33029899,-1.086058857,Measurement
50663322,0.87 ,2.19 ,0.02 ,52.49810247,21.01840206,Measurement
31721792,1.09 ,1.03 ,0.03 ,38.31953742,-3.121270003,Measurement
34622842,1.19 ,3.34 ,0.11 ,48.08378878,-1.57798415,Measurement
39062686,0.72 ,7.52 ,0.05 ,47.1495732,4.526910561,Measurement
30541738,1.04 ,2.41 ,0.04 ,37.64687796,-4.342089897,Measurement
46724682,0.87 ,2.89 ,0.11 ,65.0774148,17.42816793,Measurement
31882258,0.92 ,3.82 ,0.09 ,42.48762619,-3.823914053,Measurement
41881930,0.64 ,9.13 ,0.07 ,40.45406647,8.439558058,Measurement
31581972,0.87 ,1.93 ,0.03 ,39.90042162,-3.608886712,Measurement
29922282,0.71 ,5.38 ,0.20 ,42.34802254,-6.216718577,Measurement
46464656,0.63 ,4.01 ,0.05 ,64.86804308,16.82339998,Measurement
42143270,1.26 ,9.78 ,0.02 ,52.52880251,8.423249902,Measurement
38982792,1.23 ,2.88 ,0.05 ,48.09504931,4.317698117,Measurement
42403584,1.10 ,7.68 ,0.02 ,55.35446148,8.723527104,Measurement
47144152,0.50 ,9.17 ,0.01 ,60.29116309,17.09978895,Measurement
32621954,1.30 ,1.16 ,0.05 ,39.90059258,-2.379007535,Measurement
53643818,0.99 ,6.01 ,0.10 ,56.34373729,27.03955958,Measurement
50004394,0.34 ,7.35 ,0.06 ,62.08001356,23.02739474,Measurement
47903014,1.32 ,3.96 ,0.05 ,50.04956201,16.55760702,Measurement
34222096,1.05 ,2.43 ,0.03 ,41.38874717,-0.745606977,Measurement
36922952,1.08 ,3.42 ,0.06 ,49.34643096,1.322342927,Measurement
32801810,1.27 ,1.32 ,0.12 ,38.64045943,-1.933362816,Measurement
50764612,1.33 ,9.24 ,0.12 ,63.86006663,25.41463275,Measurement
38602818,0.90 ,5.02 ,0.10 ,48.30058762,3.780656144,Measurement
39222708,0.78 ,5.95 ,0.09 ,47.3574601,4.717278229,Measurement
42603190,1.25 ,2.71 ,0.05 ,51.81692562,9.115374278,Measurement
47402780,0.75 ,5.35 ,0.15 ,47.9901826,15.61683824,Measurement
37042680,1.15 ,3.62 ,0.05 ,46.92934204,1.886876968,Measurement
32762332,1.17 ,4.31 ,0.11 ,43.28450985,-2.91232412,Measurement
50663642,0.87 ,7.20 ,0.01 ,55.332363,21.79449156,Measurement
32341804,1.11 ,17.64 ,0.20 ,38.52044465,-2.443385618,Measurement
48781756,0.84 ,4.08 ,0.04 ,38.67985815,16.36790195,Measurement
45124060,0.69 ,6.93 ,0.02 ,59.59978821,13.37573996,Measurement
31142296,0.83 ,3.94 ,0.14 ,42.69726878,-4.792355974,Measurement
53122034,1.45 ,1.31 ,0.06 ,40.71181282,21.72622367,Measurement
32782240,1.12 ,1.69 ,0.06 ,42.47060149,-2.709597731,Measurement
48804824,0.78 ,2.76 ,0.05 ,66.07974463,22.33054615,Measurement
52063280,1.22 ,2.39 ,0.04 ,51.92022553,22.941926,Measurement
32462150,1.07 ,2.61 ,0.06 ,41.62174786,-2.919963126,Measurement
50242736,1.21 ,2.31 ,0.00 ,47.33856974,19.32342917,Measurement
51003392,0.74 ,11.17 ,0.02 ,53.07072832,21.67967975,Measurement
33862060,0.95 ,2.09 ,0.38 ,41.02014511,-1.112875193,Measurement
33102208,0.87 ,6.42 ,0.07 ,42.23380467,-2.266740509,Measurement
45442766,0.58 ,9.01 ,0.04 ,47.96704562,12.98566922,Measurement
52463552,1.26 ,2.32 ,0.01 ,54.24773355,24.29491097,Measurement
30602224,1.24 ,2.72 ,0.03 ,41.96466198,-5.274457131,Measurement
37783050,1.15 ,2.71 ,0.02 ,50.30718825,2.362326237,Measurement
39822308,1.13 ,2.81 ,0.17 ,43.79576856,5.795445266,Measurement
32401786,1.14 ,3.78 ,0.03 ,38.36840804,-2.345809159,Measurement
39222802,0.99 ,3.73 ,0.08 ,48.20088417,4.629554657,Measurement
39062920,0.97 ,3.62 ,0.08 ,49.24812348,4.294824659,Measurement
46342980,1.27 ,3.22 ,0.11 ,49.84898778,14.35440057,Measurement
50203270,1.02 ,4.08 ,0.05 ,52.09672018,20.23885632,Measurement
31161740,1.33 ,3.96 ,0.05 ,37.76718005,-3.655768235,Measurement
51863740,0.99 ,4.05 ,0.19 ,56.00463182,23.95807377,Measurement
48004770,0.76 ,4.50 ,0.06 ,65.71712628,20.40275729,Measurement
27742232,0.64 ,8.46 ,0.04 ,41.45714479,-8.655287129,Measurement
32961790,1.29 ,1.77 ,0.08 ,38.48394469,-1.720663596,Measurement
48282506,1.06 ,5.01 ,0.00 ,45.46778894,16.48274977,Measurement
44684198,0.41 ,9.68 ,0.03 ,60.85741998,12.696937,Measurement
44542404,1.24 ,4.00 ,0.01 ,44.73384784,11.67607717,Measurement
46722576,0.86 ,5.90 ,0.02 ,46.20050025,14.54554301,Measurement
46203042,1.26 ,3.13 ,0.06 ,50.41268881,14.20890681,Measurement
46284248,0.35 ,11.87 ,0.02 ,61.22122634,15.70146814,Measurement
33842866,1.13 ,5.32 ,0.02 ,48.18157447,-2.665457383,Measurement
34261794,1.00 ,2.51 ,0.07 ,38.68900137,-0.254817144,Measurement
27741890,1.22 ,0.66 ,0.07 ,38.46097827,-7.786313911,Measurement
29722178,1.10 ,2.43 ,0.11 ,41.39411491,-6.204733215,Measurement
33341696,0.80 ,1.01 ,0.09 ,37.69313879,-1.150976526,Measurement
27482128,1.04 ,1.57 ,0.17 ,40.49121854,-8.677925269,Measurement
48342036,1.03 ,5.23 ,0.08 ,41.23809221,16.10116761,Measurement
51084714,0.53 ,7.77 ,0.03 ,64.68652196,26.56871102,Measurement
30222222,1.29 ,2.34 ,0.07 ,41.87682137,-5.71929119,Measurement
39383058,1.23 ,3.03 ,0.05 ,50.50667022,4.595687768,Measurement
43682854,0.94 ,8.46 ,0.05 ,48.79746434,10.6395324,Measurement
46424152,0.41 ,6.98 ,0.03 ,60.35010254,15.80551332,Measurement
30801988,1.10 ,1.96 ,0.05 ,39.91220698,-4.536689952,Measurement
45763802,0.72 ,4.58 ,0.03 ,57.25270016,14.22267548,Measurement
52503674,1.27 ,3.85 ,0.03 ,55.3111146,24.74298904,Measurement
46683238,1.26 ,1.77 ,0.04 ,52.14299382,15.07345214,Measurement
34642044,1.31 ,6.02 ,0.02 ,40.97597562,-0.171910065,Measurement
35982132,1.34 ,4.17 ,0.02 ,41.91550848,1.2951925,Measurement
52744378,0.86 ,6.02 ,0.05 ,61.40028917,28.00458621,Measurement
46562902,1.31 ,3.77 ,0.05 ,49.13699443,14.5931121,Measurement
46004196,0.56 ,11.20 ,0.00 ,60.77390288,15.10942152,Measurement
37583008,1.04 ,4.81 ,0.04 ,49.91301995,2.145248467,Measurement
30542362,0.75 ,7.32 ,0.13 ,43.17004767,-5.666474131,Measurement
39962440,0.89 ,5.67 ,0.14 ,44.9910514,5.883508224,Measurement
33322034,1.14 ,1.77 ,0.05 ,40.71460187,-1.702864558,Measurement
46183938,1.14 ,29.74 ,0.05 ,58.44794928,15.08262903,Measurement
51344234,1.11 ,5.70 ,0.04 ,60.43531289,24.8497979,Measurement
32522116,0.97 ,4.23 ,0.12 ,41.32860224,-2.785501002,Measurement
34942784,1.24 ,5.48 ,0.04 ,47.6127704,-1.03972921,Measurement
54581630,0.92 ,1.92 ,0.05 ,36.89049479,22.71331547,Measurement
35662844,1.09 ,4.78 ,0.08 ,48.23916933,-0.196698441,Measurement
42522534,0.80 ,7.74 ,0.03 ,45.9151348,9.111741014,Measurement
50163796,1.28 ,3.16 ,0.09 ,56.7677421,21.41076841,Measurement
46323810,0.53 ,7.96 ,0.02 ,57.29148241,15.15705999,Measurement
34402168,1.04 ,4.95 ,0.02 ,42.05508873,-0.64472208,Measurement
52164298,0.89 ,5.87 ,0.00 ,60.83201091,26.58131947,Measurement
47161630,1.29 ,1.10 ,0.02 ,37.64361575,14.44457641,Measurement
28762288,0.84 ,8.26 ,0.05 ,42.1667904,-7.606958963,Measurement
46364574,1.06 ,2.56 ,0.13 ,64.14044571,16.44304739,Measurement
36542372,0.89 ,6.32 ,0.07 ,44.12358702,1.665485419,Measurement
32621922,1.25 ,2.11 ,0.03 ,39.61510657,-2.324072542,Measurement
